inm series,abbreviation,lum file SMILES,inm corrected SMILES,lum file,population,,
509,NCH3,*N(*)C,*N(*)C,312,2,,
510,,,,,,,
511,NCbz,*N(*)C(=O)OCC1=CC=CC=C1,*N(*)C(=O)OCC1=CC=CC=C1,175,5,,
512,CbzN,,*N(*)C(=O)OCC1=CC=CC=C1,,,,
513,,,,,,,
514,NPMB,,*N(*)CC1=CC=C(OC)C=C1,,,,
515,PMBN,*N(*)CC1=CC=C(OC)C=C1,*N(*)CC1=CC=C(OC)C=C1,57,33,,
516,,,,,,,
517,NAc,*N(*)C(C)=O,*N(*)C(=O)C,217,4,,
518,AcN,,*N(*)C(=O)C,,,,
519,,,,,,,
520,NBn,*N(*)CC1=CC=CC=C1,*N(*)CC1=CC=CC=C1,257,3,,
521,BnN,*N(*)CC1=CC=CC=C1,*N(*)CC1=CC=CC=C1,161,6,,
522,,,,,,,
523,SiMe3,*[Si](C)(C)C,*[Si](C)(C)C,354,2,,
524,Me3Si,,*[Si](C)(C)C,,,,
525,,,,,,,
526,SiEt3,*[Si](CC)(CC)CC,*[Si](CC)(CC)CC,620,1,,
527,Et3Si,,*[Si](CC)(CC)CC,,,,
528,,,,,,,
529,Si(CH3)3,*[Si](C)(C)C,*[Si](C)(C)C,95,16,,
530,(CH3)3Si,*C[SiH](C)C,*[Si](C)(C)C,221,4,,
531,(H3C)3Si,,*[Si](C)(C)C,,,,
532,,,,,,,
533,Si(OMe)3,*[Si](OC)(OC)OC,*[Si](OC)(OC)OC,332,2,,
534,(MeO)3Si,*O(C)[SiH](OC)OC,*[Si](OC)(OC)OC,660,1,,
535,,,,,,,
536,Si(OEt)3,*[Si](OCC)(OCC)OCC,*[Si](OCC)(OCC)OCC,170,6,,
537,(EtO)3Si,*O(CC)[SiH](OCC)OCC,*[Si](OCC)(OCC)OCC,379,2,,
538,,,,,,,
539,Si(OCH3)3,**(OC)(OC)OC,*[Si](OC)(OC)OC,218,4,,
540,(H3CO)3Si,*O(C)[SiH](OC)OC,*[Si](OC)(OC)OC,285,3,,
541,,,,,,,
542,TBS,*[Si](C)(C)C(C)(C)C,*[Si](C)(C)C(C)(C)C,121,11,tert-butyldimethylsilyl,
543,,,,,,,
544,OTBS,*O[Si](C)(C)C(C)(C)C,*O[Si](C)(C)C(C)(C)C,42,43,,
545,TBSO,*O[Si](C)(C)C(C)(C)C,*O[Si](C)(C)C(C)(C)C,596,1,,
546,,,,,,,
547,TMS,*[Si](C)(C)C,*[Si](C)(C)C,70,23,trimethylsilyl,
548,,,,,,,
549,TBDMS,*[Si](C)(C)C(C)(C)C,*[Si](C)(C)C(C)(C)C,159,6,tert-butyldimethylsilyl,
550,,,,,,,
551,TBDPS,C*C,*[Si](C(C)(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,346,2,tert-butyldiphenylsilyl,
552,,,,,,,
553,TIPS,*[Si](C(C)C)(C(C)C)C(C)C,*[Si](C(C)C)(C(C)C)C(C)C,392,2,triisopropylsilyl,
554,,,,,,,
555,OTBDMS,*O[Si](C)(C)C(C)(C)C,*O[Si](C)(C)C(C)(C)C,129,10,,
556,TBDMSO,,*O[Si](C)(C)C(C)(C)C,,,,
557,,,,,,,
558,OTBDPS,C*(C)C,*O[Si](C(C)(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,203,5,,
559,TBDPSO,,*O[Si](C(C)(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,,,,
560,,,,,,,
561,SEM,*COCC[Si](C)(C)C,*COCC[Si](C)(C)C,37,44,2-(trimethylsilyl)ethoxymethyl,
562,,,,,,,
563,BF2,*B(*)(F)F,*B(F)F,139,8,,
564,F2B,,*B(F)F,,,,
565,,,,,,,
566,SF5,*S(F)(F)(F)(F)F,*S(F)(F)(F)(F)F,151,7,,
567,F5S,*S(F)(F)(F)(F)F,*S(F)(F)(F)(F)F,162,6,,
568,,,,,,,
569,,,,,,,
570,,,,,,,
571,,,,,,,
572,,,,,,,
573,(CH),*C,*C,13,174,,
574,N,*N*,,17,144,,
575,(H2C),*C,*C,31,50,,
576,(NH),*N,*N,44,42,,
577,ONa,*O[Na],*O[Na],50,37,,
578,(N),*N*,*N*,99,15,,
579,PPh2,*P(C1=CC=CC=C1)C1=CC=CC=C1,*P(C1=CC=CC=C1)C2=CC=CC=C2,108,13,,
580,THP,*C1CCCCO1,,107,13,tetrahydropyran,
581,OCH2CO2Et,*OCC(=O)OCC,*OCC(=O)OCC,115,12,,
582,CH2CH2CH2CH,*CCCC(*)*,*CCCC(*)*,114,12,,
583,OCH2CO2H,*OCC(=O)O,*OCC(=O)O,116,11,,
584,NaO,*[Na]O,*O[Na],117,11,,
585,(H2C)8,*CCCCCCCC*,*CCCCCCCC*,118,11,,
586,SO3Na,*S(=O)(=O)O[Na],*S(=O)(=O)O[Na],134,9,,
587,SO2CF2H,*S(=O)(=O)C(F)F,*S(=O)(=O)C(F)F,143,8,,
588,OCO,*OCO*,*OC(=O)*,142,8,,
589,(H2C)4,*CCCC*,*CCCC*,137,8,,
590,OTHP,*OC1CCCCO1,,144,8,THP is tetrahydropyran,
591,CH2OMe,*COC,*COC,147,7,,
592,(CH2)4CH3,*CCCCC,*CCCCC,153,7,,
593,CO2CH2CH3,*C(=O)OCC,*C(=O)OCC,156,7,,
594,OSO3Na,*OS(=O)(=O)O[Na],*OS(=O)(=O)O[Na],165,6,,
595,(CH2)9CH3,*CCCCCCCCCC,*CCCCCCCCCC,166,6,,
596,(HC),*C*,*C*,172,6,,
597,(CF2)8H,*C(F)(F)C(F)(F)C(F)F,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F),160,6,,
598,COONa,*C(=O)O[Na],*C(=O)O[Na],157,6,,
599,O(CH2)3CH3,*OCCCC,*OCCCC,174,5,,
600,OCH2Ph,*OCC1=CC=CC=C1,*OCC1=CC=CC=C1,178,5,,
601,OCOCH3,*OC(C)=O,*OC(=O)C,185,5,,
602,NHSO2CH3,*NS(C)(=O)=O,*NS(=O)(=O)C,207,5,,
603,NHNH2,*NN,*NN,179,5,,
604,NHCO2Me,*NC(=O)OC,*NC(=O)OC,195,5,,
605,(CH2)12CH3,*CCCCCCCCCCCCC,*CCCCCCCCCCCCC,188,5,,
606,CF2,*C(F)F,*C(F)(F)*,205,5,,
607,CO2Bn,*C(=O)OCC1=CC=CC=C1,*C(=O)OCC1=CC=CC=C1,200,5,,
608,ZrCl2,*[Zr](*)(Cl)Cl,*[Zr](*)(Cl)Cl,197,5,,
609,PPh3,*1=*C=CC=C1,,177,5,triphenylphosphine,
610,SO2NH,**S(*)(=O)=O,*S(=O)(=O)N*,237,4,,
611,(O)2S,*OSO*,*S(=O)(=O)*,229,4,,
612,NaO3SO,*[Na]OS(=O)(=O)O,*OS(=O)(=O)O[Na],227,4,,
613,OLi,*O[Li],*O[Li],231,4,,
614,OK,*O[K],*O[K],213,4,,
615,NHSO2Et,*NS(=O)(=O)CC,*NS(=O)(=O)CC,208,4,,
616,NHCOCH3,*NC(C)=O,*NC(=O)C,215,4,,
617,NSO2Ph,*N(*)S(=O)(=O)C1=CC=CC=C1,*N(*)S(=O)(=O)C1=CC=CC=C1,233,4,,
618,CH2NH2,*CN,*CN,219,4,,
619,CH2(CH2)4CH3,**CCCCC,*CCCCCC,209,4,,
620,CHCH2,*CC,*CC,210,4,,
621,CH3CH2,*C=C,*CC,232,4,,
622,CH(CH3)2,*C(C)C,*C(C)C,220,4,,
623,COOBn,*C(=O)OCC1=CC=CC=C1,*C(=O)OCC1=CC=CC=C1,236,4,,
624,CONHMe,*C(=O)NC,*C(=O)NC,222,4,,
625,COCOOCH2CH3,*C(=O)C(=O)OCC,*C(=O)C(=O)OCC,211,4,,
626,,*C(*)=O,,234,4,,
627,SnBu3,*[Sn](CCCC)(CCCC)CCCC,*[Sn](CCCC)(CCCC)CCCC,216,4,,
628,CHOH,**(*)O,,230,4,,
629,SO2NHOH,*S(=O)(=O)NO,*S(=O)(=O)NO,240,3,,
630,S(O)2CH3,*S(C)(=O)=O,*S(=O)(=O)C,266,3,,
631,SO3,*S(=O)(=O)[O-],*S(=O)(=O)[O-],256,3,,
632,PC,*PC,*PC,280,3,,
633,P(OEt)2,*P(OCC)OCC,*P(OCC)OCC,259,3,,
634,Ph2P,*P(C1=CC=CC=C1)C1=CC=CC=C1,*P(C1=CC=CC=C1)C2=CC=CC=C2,245,3,,
635,PO3H2,*P(=O)(O)O,*P(=O)(O)O,286,3,,
636,OP,*OP,*OP,255,3,,
637,OCH2CF3,*OCC(F)(F)F,*OCC(F)(F)F,254,3,,
638,O(i-Pr),*OC(C)C,*OC(C)C,243,3,,
639,H3COCO,*COC=O,*OC(=O)C,242,3,,
640,OSiEt3,*O[Si](CC)(CC)CC,*O[Si](CC)(CC)CC,287,3,,
641,OCH,*O*(*)*,,291,3,,
642,NHNHCOCH3,*NNC(C)=O,*NNC(=O)C,244,3,,
643,CH2SH,*CS,*CS,253,3,,
644,(CH2CH2O)4H,*CCOCCOCCOCCO,*CCOCCOCCOCCO,283,3,,
645,CH3(CH2)10CH2,*CCCCCCCCCCCC,*CCCCCCCCCCCC,263,3,,
646,(CH2)10CH3,*CCCCCCCCCCC,*CCCCCCCCCCC,288,3,,
647,(CH2)3CH3,*CCCC,*CCCC,261,3,,
648,CHCH2CH2,*CCC,*CCC,250,3,,
649,CH2CN,*CC#N,*CC#N,262,3,,
650,CF2CF3,*C(F)(F)C(F)(F)F,*C(F)(F)C(F)(F)F,270,3,,
651,CO2Ph,*C(=O)OC1=CC=CC=C1,*C(=O)OC1=CC=CC=C1,273,3,,
652,CONH,*C(N)=O,*C(=O)N*,268,3,,
653,Si(i-Pr)3,*[Si](C(C)C)(C(C)C)C(C)C,*[Si](C(C)C)(C(C)C)C(C)C,238,3,,
654,N+H,*[NH+](*)*,*[NH+](*)*,269,3,,
655,MgBr,*[Mg]Br,*[Mg]Br,260,3,,
656,SiO,**(*)(*)(*)=O,,274,3,,
657,OQ,*OC,,251,3,,
658,Cl,*Cl,,276,3,,
659,CH3(CH2)9S,*CCCCCS(=C)CCCC,*SCCCCCCCCCC,383,2,,
660,SOCH3,*S(C)=O,*S(=O)C,322,2,,
661,SO3K,*S(=O)(=O)O[K],*S(=O)(=O)OK,372,2,,
662,SO2N3,*S(=O)(=O)N=[N+]=[N-],*S(=O)(=O)N=[N+]=[N-],339,2,,
663,SO2CH2F,*S(=O)(=O)CF,*S(=O)(=O)CF,299,2,,
664,S2,*S(*)=S,,360,2,,
665,PPPO,*PPP=O,,347,2,,
666,PPh3Br,Br**1=*C=CC=C1,*P(C1=CC=CC=C1)(C2=CC=CC=C2)(C3=CC=CC=C3)[Br],375,2,,
667,PO(OH)2,*P(=O)(O)O,*P(=O)(O)O,369,2,,
668,OSO2NH2,*OS(N)(=O)=O,*OS(=O)(=O)N,368,2,,
669,OSO2CF3,*OS(=O)(=O)C(F)(F)F,*OS(=O)(=O)C(F)(F)F,386,2,,
670,OC10H21,*OCCCCCCCCCC,*OCCCCCCCCCC,313,2,,
671,OC6H13,*OCCCCCC,*OCCCCCC,309,2,,
672,O(CH2)3,*OCCC,*OCCC*,300,2,,
673,OCH2CH2CH3,*OCCC,*OCCC,395,2,,
674,OHCO,*OC=O,*OC=O,344,2,,
675,OCHO,*OC=O,*OC=O,355,2,,
676,CF2O,*OC(*)(F)F,*C(F)(F)O*,366,2,,
677,OSi(CH3)3,*O[Si](C)(C)C,*O[Si](C)(C)C,359,2,,
678,ONO2,*O[N+](=O)[O-],*O[N+](=O)[O-],396,2,,
679,NHTs,*NS(=O)(=O)C1=CC=C(C)C=C1,*NS(=O)(=O)C1=CC=C(C)C=C1,399,2,,
680,NHSO2Me,*NS(C)(=O)=O,*NS(=O)(=O)C,364,2,,
681,NHFmoc,*OC(*)=O,*NCC(=O)OCC1C3C(C2C1C=CC=C2)C=CC=C3,388,2,,
682,NTrt,*1=CC=CC=C1,*N(*)C(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,302,2,,
683,NO,*N=O,*N=O,316,2,,
684,Arg,*N[C@@H](CCCNC(=N)N)C(*)=O,,350,2,,
685,NCH3COCH3,*N(C)C(C)=O,*N(C)C(C)=O,345,2,,
686,NSEM,*N(*)COCC[Si](C)(C)C,*N(*)COCC[Si](C)(C)C,343,2,,
687,CH2OCOCH2CH2CF3,*COC(=O)CCC(F)(F)F,*COC(=O)CCC(F)(F)F,329,2,,
688,MeOH2C,*C(C)=O,*COC,327,2,,
689,CH2CH2O,*CCO*,*CCO*,308,2,,
690,CH2CH2OH,*CCO,*CCO,387,2,,
691,(CH2)3SO3H,**CCS(=O)(=O)O,*CCCS(=O)(=O)O,376,2,,
692,(CH2)18CH3,*CCCC,*CCCCCCCCCCCCCCCCCCC,310,2,,
693,(CH2)11CH3,*CCCCCCCCCCCC,*CCCCCCCCCCCC,348,2,,
694,H3C(H2C)9,*CCCCCCCCCC,*CCCCCCCCCC,297,2,,
695,(CH2)8CH3,*CCCCCCCCC,*CCCCCCCCC,382,2,,
696,H3C(H2C)4H2C,*CCCCCC,*CCCCCC,340,2,,
697,n-C5H11,*CCCCC,*CCCCC,341,2,,
698,CH2CH2CH2CH2CH3,*CCCCC,*CCCCC,357,2,,
699,CH2CH2CH2Si(OC2H5)3,*CCC[Si](OCC)(OCC)OCC,*CCC[Si](OCC)(OCC)OCC,311,2,,
700,CH2CH2C(O)OCH2CH3,*CCC(=O)OCC,*CCC(=O)OCC,317,2,,
701,(CH2)2CN,*CCC#N,*CCC#N,352,2,,
702,CH2CH2CH3,*CCC,*CCC,318,2,,
703,(CH2)2CH3,*CCC,*CCC,385,2,,
704,CH2Ph,*CC1=CC=CC=C1,*CC1=CC=CC=C1,349,2,,
705,CH2COOC2H5,*CC(=O)OCC,*CC(=O)OCC,328,2,,
706,COOCH2Ph,*C(=O)OCC1=CC=CC=C1,*C(=O)OCC1=CC=CC=C1,323,2,,
707,CONHEt,*C(=O)NCC,*C(=O)NCC,374,2,,
708,CONCO,*C(=O)N=C=O,*C(=O)N=C=O,301,2,,
709,CONMe2,*C(=O)N(C)C,*C(=O)N(C)C,393,2,,
710,(COCH2CH2CH2CH2CH2CH2O)H,*C(=O)CCCCCCO,*C(=O)CCCCCCO,353,2,,
711,COMe,*C(C)=O,*C(=O)C,370,2,,
712,ZnBr,*[Zn]Br,*[Zn]Br,398,2,,
713,SnMe3,*[Sn](C)(C)C,*[Sn](C)(C)C,331,2,,
714,PiPr3,*[PH](C(C)C)(C(C)C)C(C)C,*[PH](C(C)C)(C(C)C)C(C)C,362,2,,
715,N+,*[NH3+],*[NH3+],380,2,,
716,LiO,*[Li]O,*[Li]O,295,2,,
717,KO,*[K]O,*[K]O,394,2,,
718,O(CH2)4,**CCCO*,*OCCCC*,378,2,,
719,#NAME?,*[O-]C=O,,315,2,,
720,S4,*S(*)=S=S=S,,304,2,,
721,S,*[SH](*)*,,305,2,,
722,SO2NHCH2CH,**(*)CNS(*)(=O)=O,,319,2,,
723,H4NO3S,*S(=O)(=O)ON,,321,2,,
724,TFAH2N,*NC(=O)C(F)(F)F,,324,2,,
725,NHOTHP,*NOC1CCCCO1,,330,2,THP is tetrahydropyran,
726,C2F3,*C#C(F)(F)F,,333,2,,
727,PCy3,*1*CCCC1,,334,2,,
728,C8F17,F*(F)(F)(F)(F)(F)(F)(F)(F)F,,337,2,,
729,CO2CH2CH,*C(=O)OCC,,342,2,,
730,CH2CH,*CC,,358,2,,
731,C2F5,*C#C(F)(F)(F)(F)F,,361,2,,
732,(OH)2,*OO,,365,2,,
733,V9,*[V][V][V][V][V][V][V][V][V],,381,2,,
734,OCH3:,*O[CH],,384,2,,
735,V10,*[V][V][V][V][V][V][V][V][V][V],,390,2,,
736,N2BF4,*/N=N/B(F)(F)(F)F,,391,2,,
737,V11,**[V][V][V][V][V][V][V][V][V][V],,397,2,,
738,C3H6SO3,[*+]CCCS(=O)(=O)[O-],[*+]CCCS(=O)(=O)[O-],697,1,,
739,Cu(OAc)2,[*+][Cu-2]([*+])(OC(C)=O)OC(C)=O,[*+][Cu-2]([*+])(OC(C)=O)OC(C)=O,573,1,,
740,S(CH2)7CH3,*SCCCCCCCC,*SCCCCCCCC,656,1,,
741,CH3(CH2)7S,*CCCCS(=C)CCC,*SCCCCCCCC,715,1,,
742,SCH2CN,*SCC#N,*SCC#N,761,1,,
743,SCF3,*SC(F)(F)F,*SC(F)(F)F,723,1,,
744,SNa,*S[Na],*S[Na],628,1,,
745,SF4Cl,*S(F)(F)(F)(F)Cl,*S(F)(F)(F)(F)Cl,636,1,,
746,SOPh,*S(=O)C1=CC=CC=C1,*S(=O)C1=CC=CC=C1,433,1,,
747,SO3Li,*S(=O)(=O)O[Li],*S(=O)(=O)O[Li],736,1,,
748,HOHNO2S,*OS(N)(=O)=O,*S(=O)(=O)NO,770,1,,
749,SO2NHBoc,*S(=O)(=O)NC(=O)OC(C)(C)C,*S(=O)(=O)NC(=O)OC(C)(C)C,442,1,,
750,SO2NHCH3,*S(=O)(=O)NC,*S(=O)(=O)NC,749,1,,
751,(H3C)HNO2S,*CS(N)(=O)=O,*S(=O)(=O)NC,764,1,,
752,Me2NO2S,*S(C)(C)N(=O)=O,*S(=O)(=O)N(C)C,495,1,,
753,H2NSO2,*S(=O)(N)=O,*S(=O)(=O)N,491,1,,
754,SO2F,*S(=O)(=O)F,*S(=O)(=O)F,601,1,,
755,ClSO2,*S(=O)(=O)Cl,*S(=O)(=O)Cl,474,1,,
756,SO2(CH2)4SO3NH4,*S(=O)(=O)CCCCS(=O)(=O)ON,*S(=O)(=O)CCCCS(=O)(=O)ON,603,1,,
757,(S),*S,*S,662,1,,
758,PCy2,*P(C1CCCCC1)C1CCCCC1,*P(C1CCCCC1)C1CCCCC1,609,1,,
759,P(tBu)2,*P(C(C)(C)C)C(C)(C)C,*P(C(C)(C)C)C(C)(C)C,589,1,,
760,P(O)(OK)2,*P(=O)(O[K])O[K],*P(=O)(O[K])O[K],679,1,,
761,SO,*OS*,*OS*,604,1,,
762,OSO3,*OS(=O)(=O)O,*OS(=O)(=O)O,602,1,,
763,OSO2F,*OS(=O)(=O)F,*OS(=O)(=O)F,784,1,,
764,OSO2Ph,*OS(=O)(=O)c1ccccc1,*OS(=O)(=O)C1=CC=CC=C1,494,1,,
765,CBz,*CC(=O)C1=CC=CC=C1,*C(=O)OCC1=CC=CC=C1,373,2,Likely Cbz,
766,MeO2SO,*OS(=O)(=O)C,*OS(=O)(=O)C,501,1,,
767,OSO2CH3,*OS(C)(=O)=O,*OS(=O)(=O)C,550,1,,
768,OPCl2,*OP(Cl)Cl,*OP(Cl)Cl,743,1,,
769,OPO3H2,*OP(=O)(O)O,*OP(=O)(O)O,667,1,,
770,OPO3H-,*OP(=O)([O-])O,*OP(=O)([O-])O,673,1,,
771,(HO)2,*OO,,721,1,,
772,ONH2,*ON,*ON,457,1,,
773,OMEM,*OCOCCOC,*OCOCCOC,738,1,,
774,OCH2OC2H5,*OCOCC,*OCOCC,531,1,,
775,OHOC,*OCO,,450,1,,
776,OCH2CH2OPOCH2CH2N+(CH3)3,*OCCOP([*-])OCC[N+](C)(C)C,*OCCOP([*-])OCC[N+](C)(C)C,712,1,,
777,(OCH2CH2)2OCO,*OCCOCCOC(*)=O,*OCCOCCOC(*)=O,608,1,,
778,OCH2CH2OCH3,*OCCOC,*OCCOC,560,1,,
779,OCH2CH2OH,*OCCO,*OCCO,414,1,,
780,OCH2CH2F,*OCCF,*OCCF,779,1,,
781,O(CH2)3O,*OCCCO*,*OCCCO*,453,1,,
782,SO2CH2CH2CH2SO2NHCH2CH2CH2O,*OCCCNS(=O)(=O)CCCS(*)(=O)=O,*OCCCNS(=O)(=O)CCCS(*)(=O)=O,404,1,,
783,O(CH2)4O,*OCCCCO*,*OCCCCO*,651,1,,
784,O(CH2)6O2CCH,*OCCCCCCOOCC,*OCCCCCCOOCC,460,1,,
785,O(CH2)6O,*OCCCCCCO*,*OCCCCCCO*,710,1,,
786,O(CH2)10SH,*OCCCCCCCCCCS,*OCCCCCCCCCCS,690,1,,
787,O(CH2)15CH3,*CC,*OCCCCCCCCCCCCCCCC,701,1,,
788,O(CH2)11CH3,*OCCCCCCCCCCCC,*OCCCCCCCCCCCC,592,1,,
789,OC9H19,*OCCCCCCCCC,*OCCCCCCCCC,685,1,,
790,OC8H17,*OCCCCCCCC,*OCCCCCCCC,682,1,,
791,OCH2CH2CH2CH2CH2CH3,*OCCCCCC,*OCCCCCC,731,1,,
792,OCH2CH2CH2CH3,*OCCCC,*OCCCC,629,1,,
793,On-Pr,*OCCC,*OCCC,632,1,,
794,OCH2CHOHCH2OH,*OCC(O)CO,*OCC(O)CO,565,1,,
795,OCH2CHOHCH2NH,*OCC(O)CN,*OCC(O)CN,500,1,,
796,OCH2CHOHCH2NH2,*OCC(O)CN,*OCC(O)CN,526,1,,
797,F3CH2CO,*OC(=C)(F)(F)F,*OCC(F)(F)F,551,1,,
798,OCH2CH(C2H5)(CH2)3CH3,*OCC(CC)CCCC,*OCC(CC)CCCC,775,1,,
799,OCH2CHCH2CCH3,*OCC(*)CC(*)(*)C,*OCC(*)CC(*)(*)C,524,1,,
800,OCH2CN,*OCC#N,*OCC#N,546,1,,
801,THPO,*OC1CCCCO1,*OC1CCCCO1,583,1,,
802,HF2CO,*OC(F)F,*OC(F)F,718,1,,
803,OCHFCH2F,*OC(F)CF,*OC(F)CF,716,1,,
804,OCF2CF3,*OC(F)(F)C(F)(F)F,*OC(F)(F)C(F)(F)F,437,1,,
805,OCCl3,*OC(Cl)(Cl)Cl,*OC(Cl)(Cl)Cl,554,1,,
806,Ph3CO,*OC(c1ccccc1)(c1ccccc1)c1ccccc1,*OC(C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,497,1,,
807,OCOO(CH2)4O2CCH,*OC(=O)OCCCCOOCC,*OC(=O)OCCCCOOCC,584,1,,
808,OCOOMe,*OC(=O)OC,*OC(=O)OC,599,1,,
809,OCOMe,*OC(=O)C,*OC(=O)C,467,1,,
810,(H3C)3SiO,*C[Si](=O)CC,*O[Si](C)(C)C,582,1,,
811,(CH3)3SiO,**[Si](=O)CC,*O[Si](C)(C)C,757,1,,
812,OTIPS,*O[Si](C(C)C)(C(C)C)C(C)C,*O[Si](C(C)C)(C(C)C)C(C)C,458,1,,
813,OSi,*O*(*)(*)*,,675,1,,
814,O(H),*O*,,545,1,,
815,(OPh)2,*O(OC1=CC=CC=C1)C1=CC=CC=C1,*O(OC1=CC=CC=C1)C1=CC=CC=C1,438,1,,
816,(EtO)2Si,*O(CC)[SiH2]O(*)CC,*O(CC)[SiH2]O(*)CC,677,1,,
817,(OH),*O,*O,615,1,,
818,NHSO2NH,*NS(=O)(=O)N*,*NS(=O)(=O)N*,633,1,,
819,NHSO2NH2,*NS(N)(=O)=O,*NS(=O)(=O)N,674,1,,
820,SO2CH2CH2CH2SO2NH,*NS(=O)(=O)CCCS(*)(=O)=O,*NS(=O)(=O)CCCS(*)(=O)=O,424,1,,
821,NHSO2Bu,*NS(=O)(=O)CCCC,*NS(=O)(=O)CCCC,416,1,,
822,NHSO2BU,*NS(=O)(=O)CCCC,*NS(=O)(=O)CCCC,502,1,,
823,NHSO2Ph,*NS(=O)(=O)C1=CC=CC=C1,*NS(=O)(=O)C1=CC=CC=C1,699,1,,
824,(H4NO)2,*NOON,*NOON,519,1,,
825,NOH,*NO,*NO,465,1,,
826,HONH,*ON,*NO,504,1,,
827,NHNHCOCF3,*NNC(=O)C(F)(F)F,*NNC(=O)C(F)(F)F,499,1,,
828,NH+3,*NN[NH3+],,428,1,,
829,NHN,*NN,*NN,614,1,,
830,NHH2N,*NN,*NN,751,1,,
831,NHCO,*NCO*,*NCO*,411,1,,
832,NH(CH2)2N,*NCCN(*)*,*NCCN(*)*,658,1,,
833,NHC10H21,*NCCCCCCCCCC,*NCCCCCCCCCC,595,1,,
834,BuNH,*NCCCC,*NCCCC,480,1,,
835,NHBu,*NCCCC,*NCCCC,513,1,,
836,PrNH,*CCCN,*NCCC,508,1,,
837,NHPr,*NCCC,*NCCC,512,1,,
838,BnNH,*NCC1=CC=CC=C1,*NCC1=CC=CC=C1,483,1,,
839,FmocHN,*NC(*)=O,*NCC(=O)OCC1C3C(C2C1C=CC=C2)C=CC=C3,415,1,,
840,NFmoc,*OC(*)=O,*N(*)CC(=O)OCC1C3C(C2C1C=CC=C2)C=CC=C3,720,1,,
841,Et(H)N,*NCC,*NCC,528,1,,
842,N(H)Et,*NCC,*NCC,529,1,,
843,NHCHO,*NC=O,*NC=O,617,1,,
844,CH3CONH,*NC(C)=O,*NC(C)=O,425,1,,
845,CbzNH,*NC(=O)OCC1=CC=CC=C1,*NC(=O)OCC1=CC=CC=C1,475,1,,
846,NHCOOEt,*NC(=O)OCC,*NC(=O)OCC,418,1,,
847,EtO2CHN,*NC(=O)OCC,*NC(=O)OCC,520,1,,
848,HNBoc,*NC(=O)OC(C)(C)C,*NC(=O)OC(C)(C)C,585,1,,
849,NH-Boc,*NC(=O)OC(C)(C)C,*NC(=O)OC(C)(C)C,621,1,,
850,NHCOCF3,*NC(=O)C(F)(F)F,*NC(=O)C(F)(F)F,576,1,,
851,NHCOCH,*NC(=O)*(*)*,*NC(=O)*(*)*,523,1,,
852,Me(H)N,*NC,*NC,517,1,,
853,N(H)Me,*NC,*NC,542,1,,
854,NHB,*NB,*NB,569,1,,
855,NN2,*N=NN,*N=NN,448,1,,
856,NB,*N=B,*N=B,432,1,,
857,Met,*N[C@H](C=O)CCSC,,782,1,,
858,His,*N[C@@H](CC1=CN=CN1)*(*)=O,,646,1,,
859,N(SO2CH3)2,*N(S(C)(=O)=O)S(C)(=O)=O,*N(S(=O)(=O)C)S(=O)(=O)C,543,1,,
860,N(OH)CH3,*N(O)C,*N(O)C,547,1,,
861,(CH3CH2CH2CH2)2N,*N(CCCC)CCCC,*N(CCCC)CCCC,446,1,,
862,N(CH2CH2CH2CH3)2,*N(CCCC)CCCC,*N(CCCC)CCCC,464,1,,
863,(H7C3)2N,*N(CCC)CCC,*N(CCC)CCC,532,1,,
864,N(CH2CH2CH3)2,*N(CCC)CCC,*N(CCC)CCC,533,1,,
865,Bn2N,*N(CC1=CC=CC=C1)CC1=CC=CC=C1,*N(CC1=CC=CC=C1)CC1=CC=CC=C1,410,1,,
866,NBn2,*N(CC1=CC=CC=C1)CC1=CC=CC=C1,*N(CC1=CC=CC=C1)CC1=CC=CC=C1,756,1,,
867,N(PMB)2,*C*=C*=*OC,*N(CC1=CC=C(OC)C=C1)CC2=CC=C(OC)C=C2,607,1,,
868,N(Me)SO2Me,*N(C)S(C)(=O)=O,*N(C)S(=O)(=O)C,590,1,,
869,(H3C)2N,*N(C)C,*N(C)C,544,1,,
870,NSO2NH2,*N(*)S(N)(=O)=O,*N(*)S(=O)(=O)N,439,1,,
871,NTs,*N(*)S(=O)(=O)C1=CC=C(C)C=C1,*N(*)S(=O)(=O)C1=CC=C(C)C=C1,714,1,,
872,NBs,*N(*)S(=O)(=O)C1=CC=C(Br)C=C1,*N(*)S(=O)(=O)C1=CC=C(Br)C=C1,444,1,,
873,NBu,*N(*)CCCC,*N(*)CCCC,579,1,,
874,NPh,*N(*)C1=CC=CC=C1,*N(*)C1=CC=CC=C1,452,1,,
875,F3CN,*NC(F)(F)F,*N(*)C(F)(F)F,548,1,,
876,NBz,*N(*)C(=O)C1=CC=CC=C1,*N(*)C(=O)C1=CC=CC=C1,639,1,,
877,(HN),*N,*N,729,1,,
878,PH3C,*CP,*CP,412,1,,
